Name,Platform,Year of Release,Genre,Publisher,North America Sales,European Union Sales,Japan Sales,Other Sales,Global Sales,Critic Score,Critic Count,User Score,User Count,Developer,Rating,Platform_next,Year of Release_next,Genre_next,Publisher_next,North America Sales_next,European Union Sales_next,Japan Sales_next,Other Sales_next,Global Sales_next,Critic Score_next,Critic Count_next,User Score_next,User Count_next,Developer_next,Rating_next
Atelier Meruru: Alchemist of Arland 3,PSV,2013.0,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,,,,,,,GBA,2001.0,Racing,THQ,0.05,0.02,0.0,0.0,0.06,66.0,5.0,tbd,,Altron,E
Hot Wheels: Burnin' Rubber,GBA,2001.0,Racing,THQ,0.05,0.02,0.0,0.0,0.06,66.0,5.0,tbd,,Altron,E,DS,2007.0,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.06,58.0,29.0,tbd,,Matrix Software,E10+
Lost in Blue 2,DS,2007.0,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.06,58.0,29.0,tbd,,Matrix Software,E10+,PS,1998.0,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,,,,,,
Ojyousama Express,PS,1998.0,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,,,,,,,X360,2014.0,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,44.0,8.0,4.4,69.0,Piranha Bytes,M
Risen 3: Titan Lords,X360,2014.0,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,44.0,8.0,4.4,69.0,Piranha Bytes,M,PSP,2008.0,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,0.06,54.0,14.0,6.3,8.0,Irem,E10+
Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,0.06,54.0,14.0,6.3,8.0,Irem,E10+,XB,2004.0,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,62.0,29.0,5,5.0,Silver Wish Games,T
Wings of War,XB,2004.0,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,62.0,29.0,5,5.0,Silver Wish Games,T,XB,2005.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,51.0,40.0,6.9,8.0,Ubisoft Paris,M
187: Ride or Die,XB,2005.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,51.0,40.0,6.9,8.0,Ubisoft Paris,M,PS2,2004.0,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,69.0,16.0,7.9,14.0,Runtime,E10+
RPG Maker 3,PS2,2004.0,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,69.0,16.0,7.9,14.0,Runtime,E10+,GC,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,,,,,,
Zatch Bell! Mamodo Battles,GC,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,,,,,,,PSV,2013.0,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,,,,,,
Genkai Tokki Monster Monpiece,PSV,2013.0,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,,,,,,,GBA,2002.0,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,66.0,6.0,tbd,,BudCat,E
Desert Strike Advance,GBA,2002.0,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,66.0,6.0,tbd,,BudCat,E,XB,2001.0,Action,Genki,0.05,0.01,0.0,0.0,0.06,32.0,15.0,2.5,12.0,Light Weight,M
Kabuki Warriors,XB,2001.0,Action,Genki,0.05,0.01,0.0,0.0,0.06,32.0,15.0,2.5,12.0,Light Weight,M,PS,1994.0,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,,,,,,
Discworld,PS,1994.0,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,,,,,,,X360,2011.0,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,,,,,,
Motion Explosion!,X360,2011.0,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,,,,,,,XB,2005.0,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,63.0,17.0,7.8,4.0,2K Sports,T
World Poker Tour,XB,2005.0,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,63.0,17.0,7.8,4.0,2K Sports,T,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,81.0,19.0,8.5,71.0,Big Huge Games,T
Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,81.0,19.0,8.5,71.0,Big Huge Games,T,DS,2009.0,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,61.0,23.0,tbd,,Gammick Entertainment,T
Elite Forces: Unit 77,DS,2009.0,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,61.0,23.0,tbd,,Gammick Entertainment,T,DS,2009.0,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,41.0,4.0,2.4,5.0,DiP Interactive,E10+
IL-2 Sturmovik: Birds of Prey,DS,2009.0,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,41.0,4.0,2.4,5.0,DiP Interactive,E10+,3DS,2013.0,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,tbd,,Black Lantern Studios,E
Moshi Monsters: Katsuma Unleashed,3DS,2013.0,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,tbd,,Black Lantern Studios,E,XB,2002.0,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,74.0,16.0,tbd,,Westwood Studios,T
Pirates: The Legend of Black Kat,XB,2002.0,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,74.0,16.0,tbd,,Westwood Studios,T,DC,1998.0,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,,,,,,
July,DC,1998.0,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,,,,,,,DS,2010.0,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.06,53.0,13.0,tbd,,City Interactive,T
Crime Lab: Body of Evidence,DS,2010.0,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.06,53.0,13.0,tbd,,City Interactive,T,DS,2006.0,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,66.0,13.0,tbd,,DC Studios,E
Disney's Chicken Little: Ace In Action,DS,2006.0,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,66.0,13.0,tbd,,DC Studios,E,GBA,2000.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,,,,,,
ESPN Winter X-Games: Snowboarding 2002,GBA,2000.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,,,,,,,Wii,2008.0,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,
Bleach: Versus Crusade,Wii,2008.0,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,DC,2000.0,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,,,,,,
Kanon,DC,2000.0,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,,,,,,,PS2,2005.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,51.0,38.0,6.7,11.0,KCET,M
NanoBreaker,PS2,2005.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,51.0,38.0,6.7,11.0,KCET,M,DS,2011.0,Misc,THQ,0.06,0.0,0.0,0.0,0.06,,,tbd,,Jellyvision,T
You Don't Know Jack,DS,2011.0,Misc,THQ,0.06,0.0,0.0,0.0,0.06,,,tbd,,Jellyvision,T,XB,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,49.0,5.0,1.5,4.0,Argonaut Games,E
Bionicle,XB,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,49.0,5.0,1.5,4.0,Argonaut Games,E,PC,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,80.0,17.0,5.7,571.0,Codemasters,E
GRID 2,PC,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,80.0,17.0,5.7,571.0,Codemasters,E,Wii,2008.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,,,6,5.0,FUN Labs,T
Cabela's Trophy Bucks,Wii,2008.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,,,6,5.0,FUN Labs,T,DS,2010.0,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,
Cosmos Chaos!,DS,2010.0,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,WiiU,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55.0,31.0,6.7,37.0,"Image Epoch, Imageepoch",M
Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55.0,31.0,6.7,37.0,"Image Epoch, Imageepoch",M,PSP,2006.0,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,63.0,36.0,7,12.0,Rebellion,M
Miami Vice: The Game,PSP,2006.0,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,63.0,36.0,7,12.0,Rebellion,M,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,9.0,7.9,14.0,Omega Force,T
Samurai Warriors Chronicles 3,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,9.0,7.9,14.0,Omega Force,T,GC,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,60.0,15.0,5,7.0,"Z-Axis, Ltd.",M
BMX XXX,GC,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,60.0,15.0,5,7.0,"Z-Axis, Ltd.",M,GBA,2003.0,Action,Capcom,0.05,0.02,0.0,0.0,0.06,63.0,8.0,tbd,,Klein Computer Entertainment,E
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003.0,Action,Capcom,0.05,0.02,0.0,0.0,0.06,63.0,8.0,tbd,,Klein Computer Entertainment,E,PSV,2014.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,
Bullet Girls,PSV,2014.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,,WiiU,2014.0,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,11.0,7.8,43.0,Ganbarion,T
One Piece: Unlimited World Red,WiiU,2014.0,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,11.0,7.8,43.0,Ganbarion,T,XB,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,85.0,20.0,7.7,7.0,"Z-Axis, Ltd.",T
Aggressive Inline,XB,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,85.0,20.0,7.7,7.0,"Z-Axis, Ltd.",T,PSP,2010.0,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,
Ikki Tousen: Xross Impact,PSP,2010.0,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,,DS,2008.0,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,,,tbd,,Starfish,E
Smart Boy's Toys Club,DS,2008.0,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,,,tbd,,Starfish,E,DS,2008.0,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,55.0,23.0,7,5.0,Creat Studios,E10+
Insecticide,DS,2008.0,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,55.0,23.0,7,5.0,Creat Studios,E10+,SNES,1993.0,Misc,Imax,0.0,0.0,0.06,0.0,0.06,,,,,,
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993.0,Misc,Imax,0.0,0.0,0.06,0.0,0.06,,,,,,,PS2,2003.0,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,68.0,23.0,8.6,8.0,Acclaim Studios Cheltenham,T
XGRA: Extreme G Racing Association,PS2,2003.0,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,68.0,23.0,8.6,8.0,Acclaim Studios Cheltenham,T,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Wii,2010.0,Sports,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,,,,,Namco Bandai Games,
Family Trainer: Treasure Adventure,Wii,2010.0,Sports,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,,,,,Namco Bandai Games,,PSP,2011.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,
Pop'n Music Portable 2,PSP,2011.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,Wii,2009.0,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.06,,,tbd,,Eighting,T
Kamen Rider: Dragon Knight,Wii,2009.0,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.06,,,tbd,,Eighting,T,XOne,2015.0,Action,Nordic Games,0.04,0.02,0.0,0.01,0.06,,,,,,
Darksiders II,XOne,2015.0,Action,Nordic Games,0.04,0.02,0.0,0.01,0.06,,,,,,,PSP,2010.0,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,,
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010.0,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,,,PSP,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,,PS,1997.0,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,
Ray Tracers,PS,1997.0,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,70.0,15.0,7.5,48.0,"Nintendo, Nintendo Software Technology",E
Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,70.0,15.0,7.5,48.0,"Nintendo, Nintendo Software Technology",E,Wii,2010.0,Fighting,Sega,0.04,0.02,0.0,0.01,0.06,45.0,38.0,6.9,11.0,High Voltage Software,T
Tournament of Legends,Wii,2010.0,Fighting,Sega,0.04,0.02,0.0,0.01,0.06,45.0,38.0,6.9,11.0,High Voltage Software,T,DS,2005.0,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,69.0,10.0,tbd,,Konami Computer Entertainment Hawaii,E
Frogger: Helmet Chaos,DS,2005.0,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,69.0,10.0,tbd,,Konami Computer Entertainment Hawaii,E,Wii,2006.0,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,37.0,13.0,5,25.0,Spike,M
Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,37.0,13.0,5,25.0,Spike,M,DS,2010.0,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,
Nicola Kanshuu: Model * Oshare Audition,DS,2010.0,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,,PS2,2009.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,,Wii,2009.0,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.06,,,tbd,,Zoo Games,E
Cold Stone Creamery: Scoop It Up,Wii,2009.0,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.06,,,tbd,,Zoo Games,E,DS,2008.0,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,60.0,10.0,tbd,,Taito Corporation,E
My Pet Shop,DS,2008.0,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,60.0,10.0,tbd,,Taito Corporation,E,DS,2010.0,Shooter,Activision,0.05,0.01,0.0,0.0,0.06,70.0,10.0,tbd,,n-Space,T
James Bond 007: Blood Stone,DS,2010.0,Shooter,Activision,0.05,0.01,0.0,0.0,0.06,70.0,10.0,tbd,,n-Space,T,GBA,2002.0,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,,,,,,
Kururin Paradise,GBA,2002.0,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,,,,,,,PSP,2006.0,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,76.0,44.0,8.5,4.0,M2,E
Gradius Collection,PSP,2006.0,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,76.0,44.0,8.5,4.0,M2,E,PS2,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,
Kiniro no Corda 2,PS2,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,,3DS,2012.0,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,,,,,Koei,
Dynasty Warriors Vs,3DS,2012.0,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,,,,,Koei,,X360,2012.0,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,55.0,18.0,7.1,20.0,Koei,M
Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,55.0,18.0,7.1,20.0,Koei,M,PS2,2004.0,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,70.0,15.0,8.7,12.0,Tecmo,E
Gallop Racer 2004,PS2,2004.0,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,70.0,15.0,8.7,12.0,Tecmo,E,PS2,2000.0,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,
Sunrise Eiyuutan R,PS2,2000.0,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,,GBA,2005.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,61.0,12.0,tbd,,Backbone Entertainment,E
Rayman: Hoodlum's Revenge,GBA,2005.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,61.0,12.0,tbd,,Backbone Entertainment,E,PS2,2004.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,45.0,16.0,7.8,10.0,Bec,T
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,45.0,16.0,7.8,10.0,Bec,T,XB,2001.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,83.0,11.0,5.5,8.0,EA Sports,E
F1 2001,XB,2001.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,83.0,11.0,5.5,8.0,EA Sports,E,PSV,2016.0,Misc,Aqua Plus,0.0,0.0,0.06,0.0,0.06,,,,,,
Utawarerumono: Futari no Hakuoro,PSV,2016.0,Misc,Aqua Plus,0.0,0.0,0.06,0.0,0.06,,,,,,,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,
Fishing Master (jp sales),Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,DS,2010.0,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.06,,,,,,
OK! Puzzle Stars,DS,2010.0,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.06,,,,,,,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,
Zill O'll Infinite Plus,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,,GC,2003.0,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06,,,,,,
Tonka Rescue Patrol,GC,2003.0,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06,,,,,,,SAT,1998.0,Simulation,ESP,0.0,0.0,0.06,0.0,0.06,,,,,,
GunGriffon II,SAT,1998.0,Simulation,ESP,0.0,0.0,0.06,0.0,0.06,,,,,,,PSP,2008.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,78.0,20.0,7.5,30.0,"IronNos Co.,Ltd.",T
Crimson Gem Saga,PSP,2008.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,78.0,20.0,7.5,30.0,"IronNos Co.,Ltd.",T,DS,2011.0,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,79.0,15.0,8,15.0,DreamRift,E
Monster Tale,DS,2011.0,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,79.0,15.0,8,15.0,DreamRift,E,Wii,2007.0,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,37.0,14.0,4.8,5.0,Neko Entertainment,T
Legend of the Dragon,Wii,2007.0,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,37.0,14.0,4.8,5.0,Neko Entertainment,T,GC,2002.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,67.0,12.0,6.8,11.0,Pseudo Interactive,T
Cel Damage,GC,2002.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,67.0,12.0,6.8,11.0,Pseudo Interactive,T,DS,2007.0,Sports,Atari,0.06,0.0,0.0,0.0,0.06,,,tbd,,Mistic Software,E
Backyard Hockey,DS,2007.0,Sports,Atari,0.06,0.0,0.0,0.0,0.06,,,tbd,,Mistic Software,E,GBA,2004.0,Action,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,
Famicom Mini: Balloon Fight,GBA,2004.0,Action,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,,PS3,2013.0,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,,,,,,
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013.0,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,,,,,,,PS2,2007.0,Simulation,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,
Seaman 2: Peking Genjin Ikusei Kit,PS2,2007.0,Simulation,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,DS,2004.0,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,,,
Sprung - A Game Where Everyone Scores,DS,2004.0,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,,,,PC,2016.0,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,24.0,4.4,606.0,EA DICE,T
Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,24.0,4.4,606.0,EA DICE,T,GBA,2002.0,Misc,Sega,0.05,0.02,0.0,0.0,0.06,79.0,20.0,tbd,,Sega,T
The Pinball of the Dead,GBA,2002.0,Misc,Sega,0.05,0.02,0.0,0.0,0.06,79.0,20.0,tbd,,Sega,T,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,,,,,,
Growlanser IV: Over Reloaded,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,,,,,,,PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,59.0,24.0,4.2,10.0,Cattle Call,T
Arc the Lad: End of Darkness,PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,59.0,24.0,4.2,10.0,Cattle Call,T,PS2,2003.0,Racing,Sega,0.03,0.02,0.0,0.01,0.06,57.0,21.0,tbd,,Sega,T
The King of Route 66,PS2,2003.0,Racing,Sega,0.03,0.02,0.0,0.01,0.06,57.0,21.0,tbd,,Sega,T,GBA,2004.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,68.0,19.0,6.2,6.0,Ubisoft,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,68.0,19.0,6.2,6.0,Ubisoft,T,DS,2010.0,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,,,tbd,,Snapdragon,E
Western Riding Academy,DS,2010.0,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,,,tbd,,Snapdragon,E,PS,1995.0,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,
Bubble Bobble also featuring Rainbow Islands,PS,1995.0,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,,GC,2004.0,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,
Intellivision Lives!,GC,2004.0,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,,PSP,2005.0,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,72.0,30.0,7.3,8.0,Tecmo,E
Tokobot,PSP,2005.0,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,72.0,30.0,7.3,8.0,Tecmo,E,PS3,2008.0,Shooter,SouthPeak Games,0.05,0.0,0.0,0.01,0.06,55.0,25.0,tbd,,Psyonix,T
Monster Madness: Grave Danger,PS3,2008.0,Shooter,SouthPeak Games,0.05,0.0,0.0,0.01,0.06,55.0,25.0,tbd,,Psyonix,T,DS,2007.0,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06,,,,,,
Panzer Tactics,DS,2007.0,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06,,,,,,,PSV,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,
Pro Yaky? Spirits 2013,PSV,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,SAT,1994.0,Shooter,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,
Robotica,SAT,1994.0,Shooter,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
Super Robot Wars OG: The Moon Dwellers,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,XB,2002.0,Sports,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,,,
