MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,7.66,"Action, Demons, Supernatural, Fantasy, Shoujo",Hakkenden -Eight Dogs of the East- Season 2,八犬伝 -東方八犬異聞- 2,TV,13,"Jul 7, 2013 to Sep 29, 2013",Summer 2013,"Bandai Visual, Frontier Works, Lantis, Movic, DAX Production, Sony PCL",Sentai Filmworks,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1125.0,2163,53592,217,2272,36232,1221,1012,12855,2891.0,4056.0,7484.0,6789.0,2725.0,1099.0,363.0,137.0,54.0,50.0
18095,Nourin,6.82,"Comedy, Parody, Romance, Ecchi, School",No-Rin,のうりん,TV,12,"Jan 11, 2014 to Mar 29, 2014",Winter 2014,Frontier Works,Funimation,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4335.0,1003,148476,223,9449,80606,4974,7897,45550,2845.0,4904.0,12263.0,20229.0,12721.0,6543.0,2828.0,1129.0,619.0,376.0
18115,Magi: The Kingdom of Magic,8.28,"Action, Adventure, Magic, Fantasy, Shounen",Magi:The Kingdom of Magic,マギ The kingdom of magic,TV,25,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, GYAO!",Aniplex of America,A-1 Pictures,Manga,25 min. per ep.,PG-13 - Teens 13 or older,244.0,160,639860,7471,29295,463350,14925,11013,121277,55101.0,98733.0,115287.0,57251.0,16286.0,5954.0,1847.0,619.0,270.0,316.0
18119,Servant x Service,7.68,"Comedy, Seinen, Slice of Life",Servant x Service,サーバント×サービス,TV,13,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,"Aniplex, Half H.P Studio, Asahi Broadcasting",Aniplex of America,A-1 Pictures,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,1070.0,872,170993,618,9241,97307,5253,5592,53600,5452.0,12569.0,27048.0,21910.0,7478.0,2990.0,824.0,257.0,135.0,123.0
18139,Tonari no Seki-kun,7.58,"Comedy, School, Seinen",Tonari no Seki-kun:The Master of Killing Time,となりの関くん,TV,21,"Jan 6, 2014 to May 26, 2014",Winter 2014,"Starchild Records, Media Factory",Sentai Filmworks,Shin-Ei Animation,Manga,7 min. per ep.,G - All Ages,1327.0,855,175478,546,12791,103802,8064,7121,43700,6703.0,12193.0,25754.0,25226.0,10097.0,4009.0,936.0,319.0,120.0,144.0
18153,Kyoukai no Kanata,7.78,"Slice of Life, Supernatural, Fantasy",Beyond the Boundary,境界の彼方,TV,12,"Oct 3, 2013 to Dec 19, 2013",Fall 2013,"Lantis, Pony Canyon, TBS",Sentai Filmworks,Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,870.0,99,848484,10726,45371,531679,26153,25104,220177,49221.0,77407.0,128717.0,100104.0,38615.0,16851.0,6581.0,2402.0,1087.0,844.0
18179,Yowamushi Pedal,8.0,"Comedy, Sports, Drama, Shounen",Yowamushi Pedal,弱虫ペダル,TV,38,"Oct 8, 2013 to Jul 1, 2014",Fall 2013,"TOHO animation, Akita Shoten",Discotek Media,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,548.0,825,181339,2180,13609,112580,9059,7970,38121,10201.0,20320.0,31717.0,19461.0,6207.0,2379.0,790.0,281.0,119.0,134.0
18195,Little Busters!: Refrain,8.23,"Slice of Life, Comedy, Supernatural, Drama, Romance, School",Little Busters! ~Refrain~,リトルバスターズ！～Refrain～,TV,13,"Oct 5, 2013 to Dec 28, 2013",Fall 2013,"Warner Bros. Japan, Showgate",Sentai Filmworks,J.C.Staff,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,281.0,1111,133750,1927,5004,82179,3228,2766,40573,13328.0,16946.0,17388.0,10182.0,4043.0,1767.0,773.0,298.0,155.0,171.0
18229,Gatchaman Crowds,7.33,"Sci-Fi, Adventure",Gatchaman Crowds,ガッチャマン クラウズ,TV,12,"Jul 13, 2013 to Sep 28, 2013",Summer 2013,"VAP, DAX Production, Nippon Television Network",Sentai Filmworks,Tatsunoko Production,Original,23 min. per ep.,PG-13 - Teens 13 or older,2198.0,911,163259,1237,8864,77447,7371,10255,59322,4111.0,8556.0,16787.0,17646.0,8762.0,4481.0,2023.0,754.0,427.0,322.0
18247,IS: Infinite Stratos 2,6.55,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",Infinite Stratos 2,IS〈インフィニット・ストラトス〉2,TV,12,"Oct 4, 2013 to Dec 20, 2013",Fall 2013,"Lantis, TBS, Sony Music Communications, Overlap",Sentai Filmworks,8bit,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,5623.0,460,303912,507,10530,242867,5550,9825,35140,10072.0,13584.0,28200.0,47025.0,35178.0,20562.0,11477.0,6070.0,3657.0,2235.0
18277,Strike the Blood,7.14,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy, School",Strike the Blood,ストライク・ザ・ブラッド,TV,24,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,"Movic, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works, Showgate","Discotek Media, Crunchyroll","SILVER LINK., Connect",Light novel,24 min. per ep.,R+ - Mild Nudity,3017.0,238,499734,2188,32994,321823,18764,28269,97884,17744.0,28015.0,57624.0,71941.0,39653.0,20612.0,9559.0,3979.0,1937.0,1233.0
18295,Kakumeiki Valvrave 2nd Season,7.3,"Action, Space, Mecha",Valvrave the Liberator 2nd Season,革命機ヴァルヴレイヴ　2ndシーズン,TV,12,"Oct 10, 2013 to Dec 27, 2013",Fall 2013,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Bandai, Bandai Namco Entertainment",Aniplex of America,Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),2358.0,1641,81652,223,2955,62074,1848,1810,12965,3908.0,6760.0,12305.0,12367.0,6159.0,2875.0,1675.0,799.0,388.0,283.0
18411,Gingitsune,7.18,"Seinen, Slice of Life, Supernatural",Gingitsune:Messenger Fox of the Gods,ぎんぎつね,TV,12,"Oct 7, 2013 to Dec 23, 2013",Fall 2013,"TV Tokyo, Lantis, MediaNet, Pony Canyon, Movic, AT-X, KlockWorx, Glovision, Shueisha",Sentai Filmworks,Diomedéa,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2847.0,2274,49508,90,2676,25995,2067,3117,15653,904.0,1913.0,5437.0,7321.0,3599.0,1668.0,421.0,128.0,65.0,41.0
18465,Genshiken Nidaime,7.46,"Slice of Life, Comedy, Parody",Genshiken Second Season,げんしけん 二代目,TV,13,"Jul 7, 2013 to Sep 29, 2013",Summer 2013,Starchild Records,"NIS America, Inc.",Production I.G,Manga,24 min. per ep.,R - 17+ (violence & profanity),1709.0,2408,44413,113,2123,25537,1406,1477,13870,1237.0,2913.0,6261.0,5810.0,2490.0,987.0,380.0,137.0,71.0,70.0
18495,Kitakubu Katsudou Kiroku,6.78,"Comedy, School, Slice of Life",Chronicles of the Going Home Club,帰宅部活動記録,TV,12,"Jul 5, 2013 to Oct 11, 2013",Summer 2013,"VAP, Nippon Television Network","NIS America, Inc.",Nomad,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4532.0,2456,42819,109,2939,16915,2062,4837,16066,680.0,1047.0,2699.0,4379.0,3078.0,1946.0,835.0,377.0,193.0,128.0
18507,Free!,7.39,"Slice of Life, Comedy, Sports, Drama, School",Free! - Iwatobi Swim Club,Free!,TV,12,"Jul 4, 2013 to Sep 26, 2013",Summer 2013,"Lantis, Iwatobi High School Swimming Club, Asahi Broadcasting","Funimation, Discotek Media, Crunchyroll","Kyoto Animation, Animation Do",Original,24 min. per ep.,PG-13 - Teens 13 or older,1949.0,189,585161,9678,31923,424112,17371,28022,83733,34120.0,44046.0,77277.0,91507.0,47478.0,23408.0,7950.0,3044.0,1702.0,1892.0
18671,Chuunibyou demo Koi ga Shitai! Ren,7.56,"Comedy, Drama, Romance, School, Slice of Life","Love, Chunibyo & Other Delusions!:Heart Throb",中二病でも恋がしたい！戀,TV,12,"Jan 9, 2014 to Mar 27, 2014",Winter 2014,"Lantis, TBS",Sentai Filmworks,Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1378.0,226,522620,2952,19570,402317,11954,11009,77770,28621.0,48031.0,93409.0,85636.0,34926.0,14143.0,6185.0,2152.0,945.0,705.0
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,6.9,"Comedy, Romance, Ecchi, Fantasy","Yusibu:I couldnt become a hero, so I reluctantly decided to get a job.",勇者になれなかった俺はしぶしぶ就職を決意しました。,TV,12,"Oct 5, 2013 to Dec 21, 2013",Fall 2013,"Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, chara-ani.com, Docomo Anime Store, Fujimi Shobo",Sentai Filmworks,Asread,Light novel,24 min. per ep.,R+ - Mild Nudity,4049.0,607,236819,405,13586,144266,6878,10820,61269,4884.0,8245.0,22326.0,36413.0,20793.0,10448.0,4200.0,1852.0,843.0,557.0
18679,Kill la Kill,8.11,"Action, Comedy, Super Power, Ecchi, School",KILL la KILL,キルラキル,TV,24,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,"Aniplex, Dentsu, Kadokawa Shoten, Mainichi Broadcasting System, Movic, Ultra Super Pictures, Lucent Pictures Entertainment",Aniplex of America,Trigger,Original,24 min. per ep.,PG-13 - Teens 13 or older,402.0,35,1283021,34658,88881,838228,62391,67845,225676,109240.0,176583.0,211585.0,131387.0,50735.0,21899.0,10849.0,4244.0,2495.0,2557.0
18767,BlazBlue: Alter Memory,6.13,"Action, Fantasy",BlazBlue:Alter Memory,ブレイブルー オルターメモリー,TV,12,"Oct 9, 2013 to Dec 25, 2013",Fall 2013,"Lantis, Studio Mausu",Funimation,"Hoods Entertainment, teamKG",Game,24 min. per ep.,R - 17+ (violence & profanity),7655.0,1685,78558,174,4705,40137,3756,8660,21300,1337.0,1641.0,3993.0,7894.0,7616.0,5353.0,3348.0,1671.0,930.0,529.0
18893,Aoki Hagane no Arpeggio: Ars Nova,7.4,"Action, Sci-Fi, Seinen",Arpeggio of Blue Steel -Ars Nova-,蒼き鋼のアルペジオ ‐アルス・ノヴァ‐,TV,12,"Oct 8, 2013 to Dec 24, 2013",Fall 2013,"Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha","Discotek Media, Crunchyroll",SANZIGEN,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1890.0,1125,131641,945,5827,77259,3830,6209,38516,4490.0,8549.0,16921.0,17138.0,8117.0,4029.0,1650.0,701.0,324.0,219.0
18897,Nisekoi,7.65,"Harem, Comedy, Romance, School, Shounen",Nisekoi:False Love,ニセコイ,TV,20,"Jan 11, 2014 to May 24, 2014",Winter 2014,"Aniplex, Mainichi Broadcasting System, Shueisha",Aniplex of America,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1140.0,97,857824,12713,40916,614039,22107,28902,151860,47461.0,81657.0,147594.0,125925.0,50561.0,21916.0,8797.0,3367.0,1654.0,1621.0
19023,"Wake Up, Girls!",6.99,"Drama, Music","Wake Up, Girls!","Wake Up, Girls！",TV,12,"Jan 11, 2014 to Mar 29, 2014",Winter 2014,"TV Tokyo, Avex Entertainment, Sotsu, Sega, Gakken, Rakuonsha, AT-X, Toho, Ultra Super Pictures, DIVE II Entertainment, Good Smile Company",Sentai Filmworks,"Tatsunoko Production, Ordet",Original,24 min. per ep.,PG-13 - Teens 13 or older,3667.0,2354,46365,142,2521,20284,1829,3180,18551,859.0,1692.0,3602.0,5118.0,2844.0,1623.0,630.0,299.0,123.0,126.0
19111,Love Live! School Idol Project 2nd Season,7.81,"Music, School, Slice of Life",Love Live! School Idol Project 2,ラブライブ! School idol project 2期,TV,13,"Apr 6, 2014 to Jun 29, 2014",Spring 2014,"Bandai Visual, Lantis, Bushiroad","NIS America, Inc.",Sunrise,Other,23 min. per ep.,PG-13 - Teens 13 or older,810.0,717,204825,2929,7964,155708,4442,3734,32977,17889.0,21644.0,33806.0,27225.0,11330.0,5045.0,1803.0,752.0,356.0,432.0
19117,Toaru Hikuushi e no Koiuta,7.19,"Adventure, Drama, Romance",The Pilot's Love Song,とある飛空士への恋歌,TV,13,"Jan 6, 2014 to Mar 31, 2014",Winter 2014,"Bandai Visual, Sotsu, DAX Production, 3xCube, ZERO-A, Sammy, NichiNare, Toppan Printing","NIS America, Inc.",TMS Entertainment,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2813.0,1571,86007,213,4929,45964,3033,4210,27871,2171.0,4191.0,8977.0,11042.0,5852.0,2709.0,1129.0,404.0,192.0,129.0
19157,Youkai Watch,6.54,"Comedy, Demons, Kids, Supernatural",Yo-kai Watch,妖怪ウォッチ,TV,214,"Jan 8, 2014 to Mar 30, 2018",Winter 2014,"TV Tokyo, Dentsu",Dentsu Entertainment USA,OLM,Game,23 min. per ep.,G - All Ages,5710.0,3722,19438,167,3817,3918,2952,4043,4708,517.0,532.0,1141.0,1912.0,1636.0,1196.0,500.0,228.0,138.0,125.0
19163,Date A Live II,7.24,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",Date A Live II,デート・ア・ライブⅡ,TV,10,"Apr 12, 2014 to Jun 14, 2014",Spring 2014,"Kadokawa Shoten, AT-X, Nippon Columbia",Funimation,Production IMS,Light novel,24 min. per ep.,R - 17+ (violence & profanity),2593.0,290,445431,3032,13275,365282,6798,8099,51977,25524.0,32116.0,63445.0,77450.0,39802.0,19586.0,8447.0,3702.0,1855.0,1136.0
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7.26,"Harem, Comedy, Romance, School",My Mental Choices Are Completely Interfering With My School Romantic Comedy,俺の脳内選択肢が、学園ラブコメを全力で邪魔している,TV,10,"Oct 10, 2013 to Dec 12, 2013",Fall 2013,"DAX Production, Studio Jack, MAGES.",Sentai Filmworks,Diomedéa,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2516.0,410,333922,1484,12730,236811,5745,7945,70691,13007.0,22704.0,46258.0,51859.0,26651.0,12094.0,5123.0,2231.0,1113.0,742.0
19257,Meganebu!,6.29,"Comedy, School, Slice of Life",Meganebu!,メガネブ!,TV,12,"Oct 7, 2013 to Dec 23, 2013",Fall 2013,TOHO animation,Sentai Filmworks,Studio Deen,Other,23 min. per ep.,PG-13 - Teens 13 or older,6962.0,3074,28205,67,1757,9785,1728,6224,8711,432.0,528.0,1190.0,2026.0,1897.0,1541.0,1069.0,552.0,422.0,404.0
19291,Pokemon XY,7.28,"Action, Adventure, Comedy, Fantasy, Kids",Pokémon The Series:XY,ポケットモンスターXY,TV,93,"Oct 17, 2013 to Oct 22, 2015",Fall 2013,TV Tokyo,The Pokemon Company International,OLM,Game,23 min. per ep.,PG - Children,2442.0,1346,104814,448,7725,75343,5686,7026,9034,5236.0,7216.0,15104.0,19325.0,9742.0,4440.0,1395.0,538.0,261.0,200.0
19319,Gundam Build Fighters,7.79,"Action, Sci-Fi, Mecha",Gundam Build Fighters,ガンダムビルドファイターズ,TV,25,"Oct 7, 2013 to Mar 31, 2014",Fall 2013,"TV Tokyo, Sotsu",Nozomi Entertainment,Sunrise,Original,25 min. per ep.,G - All Ages,841.0,2022,59655,602,3475,38640,2078,2547,12915,3082.0,5661.0,9937.0,7346.0,2726.0,1197.0,412.0,177.0,91.0,100.0
19363,Gin no Saji 2nd Season,8.29,"Comedy, School, Shounen, Slice of Life",Silver Spoon 2nd Season,銀の匙2ndシーズン,TV,11,"Jan 10, 2014 to Mar 28, 2014",Winter 2014,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,228.0,1218,120433,583,3544,93780,2236,1106,19767,9571.0,23066.0,27429.0,11225.0,2674.0,822.0,195.0,71.0,31.0,70.0
19365,Samurai Flamenco,6.91,"Action, Comedy, Parody, Super Power",Samurai Flamenco,サムライフラメンコ,TV,22,"Oct 11, 2013 to Mar 28, 2014",Fall 2013,"Aniplex, Dentsu, Movic, Fuji TV, Kyoraku Industrial Holdings, DeNA",Aniplex of America,Manglobe,Original,23 min. per ep.,R - 17+ (violence & profanity),3971.0,1263,114702,844,8233,45061,7546,12485,41377,2656.0,4489.0,9067.0,11329.0,7262.0,4333.0,2573.0,1035.0,522.0,434.0
19367,Galilei Donna,6.44,"Action, Sci-Fi, Adventure",Galilei Donna:Storia di tre sorelle a caccia di un mistero,ガリレイドンナ,TV,11,"Oct 11, 2013 to Dec 20, 2013",Fall 2013,"Aniplex, Dentsu, Fuji TV, Asahi Production, Kyoraku Industrial Holdings","Discotek Media, Crunchyroll",A-1 Pictures,Original,24 min. per ep.,R - 17+ (violence & profanity),6211.0,2274,49189,49,2473,26025,2320,5510,12861,759.0,1421.0,3429.0,5838.0,4733.0,3144.0,1805.0,790.0,328.0,155.0
19369,Outbreak Company,7.3,"Harem, Comedy, Parody, Fantasy",Outbreak Company,アウトブレイク・カンパニー,TV,12,"Oct 4, 2013 to Dec 20, 2013",Fall 2013,"Pony Canyon, TBS, Kodansha, Movic, DAX Production",Sentai Filmworks,feel.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2342.0,503,281505,838,14330,187402,7099,8685,63989,8881.0,16528.0,39605.0,44313.0,20432.0,9307.0,3501.0,1304.0,603.0,443.0
19383,Yami Shibai,7.06,"Dementia, Horror, Demons, Supernatural",Yamishibai:Japanese Ghost Stories,闇芝居,TV,13,"Jul 15, 2013 to Sep 30, 2013",Summer 2013,TV Tokyo,Sentai Filmworks,ILCA,Original,4 min. per ep.,PG-13 - Teens 13 or older,3424.0,1724,76957,247,3745,44317,1963,2346,24586,2180.0,3372.0,7708.0,11370.0,6317.0,2824.0,956.0,457.0,224.0,176.0
19429,Akuma no Riddle,6.64,"Action, School, Shoujo Ai",Riddle Story of Devil,悪魔のリドル,TV,12,"Apr 4, 2014 to Jun 20, 2014",Spring 2014,"Mainichi Broadcasting System, Pony Canyon, DAX Production",Funimation,Diomedéa,Manga,23 min. per ep.,R - 17+ (violence & profanity),5162.0,651,223133,1048,11040,138092,6611,12472,54918,5189.0,8353.0,17998.0,30223.0,22895.0,12851.0,6474.0,2800.0,1281.0,682.0
19685,Kanojo ga Flag wo Oraretara,6.44,"Comedy, Harem, Romance, School",If Her Flag Breaks,彼女がフラグをおられたら,TV,13,"Apr 7, 2014 to Jun 30, 2014",Spring 2014,KlockWorx,"NIS America, Inc.",Hoods Entertainment,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,6246.0,964,153793,231,9622,92849,5126,11540,34656,3013.0,4395.0,10339.0,19562.0,16274.0,9726.0,5129.0,2500.0,1205.0,825.0
19703,Kyousou Giga (TV),7.78,"Action, Fantasy, Supernatural",Kyousougiga,京騒戯画,TV,10,"Oct 10, 2013 to Dec 19, 2013",Fall 2013,"Asatsu DK, Dwango, Sony Music Communications, Bandai Channel, Aoni Production",Discotek Media,Toei Animation,Original,25 min. per ep.,PG-13 - Teens 13 or older,864.0,1011,147410,1768,9290,52450,6239,4133,75298,4777.0,8789.0,13310.0,10161.0,4197.0,1771.0,699.0,208.0,126.0,118.0
19769,Mahou Sensou,6.03,"Action, Fantasy, Magic",Magical Warfare,魔法戦争,TV,12,"Jan 10, 2014 to Mar 28, 2014",Winter 2014,"Media Factory, TBS, flying DOG",Sentai Filmworks,Madhouse,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,8118.0,722,202335,326,12171,124576,6100,14290,45198,3728.0,5117.0,11728.0,21594.0,20501.0,13873.0,9507.0,4976.0,3328.0,2496.0
19775,Sidonia no Kishi,7.69,"Action, Mecha, Sci-Fi, Seinen, Space",Knights of Sidonia,シドニアの騎士,TV,12,"Apr 11, 2014 to Jun 27, 2014",Spring 2014,"Starchild Records, Mainichi Broadcasting System, Kodansha, KlockWorx",Sentai Filmworks,Polygon Pictures,Manga,24 min. per ep.,R - 17+ (violence & profanity),1047.0,755,197189,1420,8182,120827,4895,6787,56498,7444.0,18343.0,31873.0,24074.0,9260.0,3916.0,1599.0,626.0,314.0,322.0
19815,No Game No Life,8.2,"Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy","No Game, No Life",ノーゲーム・ノーライフ,TV,12,"Apr 9, 2014 to Jun 25, 2014",Spring 2014,"Frontier Works, Media Factory, Movic, AT-X",Sentai Filmworks,Madhouse,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,304.0,10,1751054,45990,66938,1426896,27663,37820,191737,227827.0,285623.0,309230.0,186864.0,70141.0,30284.0,14345.0,6228.0,3313.0,3521.0
19855,Nobunagun,6.71,"Action, Sci-Fi, Super Power",Nobunagun,ノブナガン,TV,13,"Jan 5, 2014 to Mar 30, 2014",Winter 2014,"VAP, Earth Star Entertainment",Funimation,Bridge,Manga,24 min. per ep.,R - 17+ (violence & profanity),4864.0,2017,59431,126,3491,33485,2568,7360,12527,1185.0,2197.0,5161.0,7779.0,5537.0,3385.0,1686.0,728.0,385.0,231.0
20031,D-Frag!,7.58,"Game, Comedy, School, Seinen",D-Frag!,ディーふらぐ！,TV,12,"Jan 7, 2014 to Mar 25, 2014",Winter 2014,"TV Tokyo, Media Factory, Kadokawa Shoten, AT-X, DAX Production, Sony Music Communications, Toranoana",Funimation,Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1327.0,441,314521,2184,13566,210351,7725,8830,74049,12382.0,24833.0,51142.0,46715.0,18267.0,7592.0,2414.0,863.0,356.0,300.0
20047,Sakura Trick,7.02,"Slice of Life, Comedy, Romance, School, Seinen, Shoujo Ai",Sakura Trick,桜Trick,TV,12,"Jan 10, 2014 to Mar 28, 2014",Winter 2014,"Pony Canyon, TBS",Sentai Filmworks,Studio Deen,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,3580.0,705,209543,1464,12284,117706,7985,14143,57425,8255.0,10000.0,19358.0,26699.0,17086.0,9441.0,4452.0,2087.0,1054.0,759.0
20053,Wizard Barristers: Benmashi Cecil,6.19,"Action, Police, Magic, Fantasy",Wizard Barristers,ウィザード・バリスターズ～弁魔士セシル,TV,12,"Jan 13, 2014 to Mar 31, 2014",Winter 2014,"Pony Canyon, Showgate",Sentai Filmworks,Arms,Original,24 min. per ep.,PG-13 - Teens 13 or older,7385.0,2214,51847,57,3265,24900,2464,7131,14087,542.0,1018.0,2983.0,5363.0,4829.0,3365.0,2020.0,895.0,554.0,358.0
20057,Space☆Dandy,7.88,"Sci-Fi, Space, Comedy",Space Dandy,スペース☆ダンディ,TV,13,"Jan 5, 2014 to Mar 27, 2014",Winter 2014,"Bandai Visual, flying DOG, Bandai Namco Entertainment",Funimation,Bones,Original,24 min. per ep.,PG-13 - Teens 13 or older,701.0,537,267394,4324,18267,135822,14284,11362,87659,14118.0,23462.0,37718.0,27124.0,9519.0,3933.0,1630.0,545.0,320.0,316.0
20431,Hoozuki no Reitetsu,7.8,"Comedy, Demons, Supernatural, Fantasy, Seinen",Hozuki's Coolheadedness,鬼灯の冷徹,TV,13,"Jan 10, 2014 to Apr 4, 2014",Winter 2014,"Starchild Records, Mainichi Broadcasting System, Kodansha",Sentai Filmworks,Wit Studio,Manga,24 min. per ep.,PG-13 - Teens 13 or older,822.0,1352,104944,1088,7156,45319,4744,5827,41898,3915.0,6652.0,11601.0,9265.0,3402.0,1600.0,591.0,202.0,145.0,111.0
20457,"Inari, Konkon, Koi Iroha.",7.22,"Comedy, Romance, School, Seinen, Supernatural",Inari Kon Kon,いなり、こんこん、恋いろは。,TV,10,"Jan 16, 2014 to Mar 20, 2014",Winter 2014,"DAX Production, flying DOG",Funimation,Production IMS,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2702.0,1166,127226,310,7057,67692,3832,4056,44589,2826.0,5484.0,13198.0,18041.0,8395.0,3534.0,963.0,316.0,134.0,111.0
20507,Noragami,8.01,"Action, Adventure, Comedy, Supernatural, Shounen",Noragami:Stray God,ノラガミ,TV,12,"Jan 5, 2014 to Mar 23, 2014",Winter 2014,"Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction, Lawson HMV Entertainment, A-Sketch",Funimation,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,528.0,18,1535575,29237,64183,1181215,31089,24056,235032,113951.0,203285.0,311913.0,199912.0,60200.0,21152.0,5854.0,1878.0,858.0,905.0
